id,symbol,name,nameid,rank,price_usd,percent_change_24h,percent_change_1h,percent_change_7d,price_btc,market_cap_usd,volume24,volume24a,csupply,tsupply,msupply
46575,AXS,Axie Infinity,axie-infinity,101,3.65,-1.63,1.92,-16.92,0.000044,576492635.16,35955908.77144784,36348841.71809977,158016279.00,270000000,270000000
111369,ULTIMA,Ultima,ultima,102,17766.12,-5.00,0.36,-14.10,0.214352,569048887.66,7650024.309027023,7990426.733393,32030.00,100000,100000
42227,PAXG,PAX Gold,pax-gold,103,2840.68,-1.94,-0.24,-3.64,0.034273,566875725.15,36652888.94879039,31333418.248153947,199556.00,203182,
48581,CRV,Curve DAO Token,curve-dao-token,104,0.445656,-3.30,0.18,-15.37,0.000005,563150062.29,90239628.8793803,86816690.13530882,1263642651.00,2219471546,3303030299
258,MANA,Decentraland,decentraland,105,0.286427,-2.68,0.66,-12.10,0.000003,556314825.72,48413653.976897165,47212889.46767146,1942255184.00,2193179327,
48547,FTT,FTX Token,ftx-token,106,1.63,-2.87,-0.65,-15.82,0.000020,534861745.05,21672780.571447946,17106187.994781077,328895103.00,328895103.81321,352170015
141207,GRASS,Grass,grass,107,2.18,9.44,9.12,4.67,0.000026,531812064.78,38438123.812224194,24335593.765699185,243905091.00,1000000000,
121599,CFX,Conflux,conflux-network,108,0.109755,-7.03,0.68,-8.32,0.000001,529898116.92,48081623.27138555,32192091.464519527,4828026834.00,5090526852.93,
42441,AR,Arweave,arweave,109,8.05,-5.48,0.80,-18.24,0.000097,528346976.88,58437241.819940425,42096768.17440959,65652466.00,65652466,66000000
33389,BDX,Beldex,beldex,110,0.074912,1.32,0.85,0.39,9.04E-7,517839265.98,4507951.741099064,4396019.971792339,6912613170.00,9930633170.8495,9930633170.8495
136109,STRK,Starknet,starknet-token,111,0.211812,-2.89,0.91,-8.59,0.000003,512396983.50,38239182.29231559,33652345.15209281,2419112366.00,10000000000,10000000000
136127,SPX,SPX6900,spx6900,112,0.534101,-10.07,0.02,-23.98,0.000006,497244647.50,38513655.201023966,21768421.14523306,930993090.00,930993090.07,1000000000
32479,TUSD,TrueUSD,trueusd,113,0.997206,0.03,0.00,-0.09,0.000012,494216595.73,65425527.78966508,71053868.38281234,495601552.00,498264591,
144337,CMETH,Mantle Restaked Ether,mantle-restaked-ether,114,2317.90,-4.22,0.82,-20.07,0.027966,493232894.70,6634730.999520001,2563528.5059999996,212793.00,212793.70322705,
111357,PYUSD,PayPal USD,paypal-usd,115,0.998898,-0.11,-0.02,-0.12,0.000012,491247068.64,3002574.249395404,2050916.236232995,491788969.00,491788969.17679,
50807,INST,Instadapp,instadapp,116,5.94,-2.14,2.00,-26.71,0.000072,490618528.45,1313024.8711349,1371167.1802016569,82553941.00,100000000,
64675,KAVA,Kava,kava,117,0.436361,4.41,0.15,-4.29,0.000005,472515535.02,38365730.36752825,12027476.302252756,1082853819.00,1082853819,
42531,KLAY,Klaytn,klaytn,118,0.121030,-2.08,-0.11,-3.97,0.000001,459471140.34,1079203.5913621907,1005156.5714474099,3796340910.00,5855887677.1611,
34391,CHZ,Chiliz,chiliz,119,0.049798,-2.21,1.40,-7.01,6.01E-7,458477781.36,61567736.49320776,51317106.44531198,9206791217.00,9206791217,9206791217
48839,PENDLE,Pendle,pendle,120,2.88,0.78,1.49,-18.09,0.000035,458344167.02,67590221.99411601,57932511.98488324,159085259.00,258446028,258446029
122319,AERO,Aerodrome Finance,aerodrome-finance,121,0.603137,-3.19,1.97,-22.66,0.000007,455199918.57,17918846.081658356,11882485.782801848,754720197.00,1472086133.2617,
51539,XEC,eCash,ecash,122,0.000023,-2.45,0.75,-13.21,2.76E-10,452669125.65,11359461.84897492,10669967.60085991,19807692172584.00,19807692172584,21000000000000
36447,RUNE,THORChain,thorchain,123,1.30,-10.06,-0.55,7.74,0.000016,445851313.39,285728960.97509915,333601265.6106624,341700073.00,416538888,500000000
47304,COMP,Compound,compound,124,50.08,-3.54,0.55,-8.47,0.000604,444124012.37,22640648.00863637,21150069.80866632,8868568.00,10000000,10000000
87933,CHEEL,Cheelee,cheelee,125,7.68,-0.75,-0.44,-5.43,0.000093,436274783.57,9966966.981487466,9890491.323385611,56801805.00,1000000000,1000000000
77731,BNX,BinaryX,binaryx,126,1.16,2.83,0.48,4.80,0.000014,434399009.28,170493992.23386416,119372095.41432069,373097815.00,561062973,2100000000
120829,CORE,Core,core,127,0.473747,-5.86,0.72,-8.25,0.000006,426833505.69,50934325.6803471,44022330.08024254,900974183.00,2100000000,2100000000
45930,APE,APEcoin,apecoin,128,0.625573,-3.53,1.05,-12.74,0.000008,422039557.71,47215129.64377869,47589361.209062114,674644886.00,674644886,674644886
141215,AI16Z,ai16z,ai16z,129,0.380367,11.25,-0.39,11.87,0.000005,418403271.27,76110715.13793334,71066859.47094272,1099999252.00,1099999252.2645,1099999958.01
136107,BEAM,Beam,onbeam,130,0.008304,-2.10,0.86,-16.78,1.00E-7,410741545.34,4474570.01469188,2801678.81640485,49466004168.00,62434008330,62434008330
44178,TWT,Trust Wallet Token,trust-wallet-token,131,0.966939,-3.61,1.39,-8.55,0.000012,402874991.36,14926725.106893744,10564209.188610801,416649900.00,999668148,1000000000
126765,W,Wormhole,wormhole,132,0.140730,0.22,0.29,-16.85,0.000002,398961127.49,53025971.27053506,40643082.50571582,2834930991.00,10000000000,10000000000
48807,AIOZ,AIOZ Network,aioz-network,133,0.346915,-4.78,1.13,-24.13,0.000004,398438748.64,8762540.07985729,9060284.20640916,1148520918.00,1148520918.3351,
46194,AKT,Akash Network,akash-network,134,1.59,-1.21,0.77,-13.27,0.000019,394623156.42,10788326.940543862,9407810.647511553,248285794.00,248285800.80215,388539008
33878,RSR,Reserve Rights,reserve-rights,135,0.007205,-4.92,1.25,-17.32,8.69E-8,387883701.13,34235076.01503706,26779383.104416262,53834088904.00,100000000000,100000000000
167,GNO,Gnosis,gnosis-gno,136,148.16,-3.45,0.68,-17.10,0.001788,383245119.51,7803749.090912531,7443190.232397201,2586697.00,10000000,10000000
141205,EIGEN,EigenLayer,eigenlayer,137,1.62,-5.84,-0.17,-18.84,0.000019,379533253.14,84499845.73540497,74587610.87937777,234977760.00,1704544760.6222,
62645,MINA,Mina Protocol,mina-protocol,138,0.332222,5.12,8.23,-9.30,0.000004,378375791.35,37632582.926214494,16440454.3345627,1138922952.00,1177184800.84,1177184800.84
141221,DEEP,DeepBook Protocol,deepbook-protocol,139,0.135157,-1.18,0.99,-24.49,0.000002,375600202.32,11557045.857519971,11068072.781163715,2779000000.00,10000000000,10000000000
99333,AXL,Axelar,axelar,140,0.415310,-4.69,0.49,-16.32,0.000005,370423833.02,10308377.627202928,7873016.309372308,891921570.00,1079242404,
48745,OHM,Olympus,olympus,141,22.82,-2.31,0.24,3.86,0.000275,368031393.29,168186.34117390032,217941.24106296996,16127173.00,16127173.811766,
48537,LUNC,Terra Classic,terra-luna,142,0.000066,-2.07,0.16,-12.20,8.01E-10,365582897.93,11671348.463804048,10732717.87440874,5505331184401.00,6576804998885.5,6576804998885.5
91177,BZR,Bazaars,bazaars,143,31.05,3.17,0.41,82.77,0.000375,362443186.50,1316481.1323455097,1286343.23887779,11672346.00,555555555,555555555.55556
126779,BRETT,Brett,based-brett,144,0.036493,-2.87,0.92,-23.24,4.40E-7,361654115.27,23152388.93352202,24865314.436836228,9910236395.00,9910236395,10000000000
64703,RON,Ronin,ronin,145,0.945069,-4.17,0.85,-24.57,0.000011,354545559.78,6855403.384866032,7924972.061527267,375153227.00,1000000000,1000000000
136111,ZK,zkSync,zksync,146,0.095570,-4.14,1.27,-11.47,0.000001,351219579.21,36258597.50552452,34248899.41699812,3675000000.00,21000000000,21000000000
46571,GLM,Golem,golem,147,0.350347,-6.29,2.45,11.36,0.000004,350347419.85,101136850.73599148,76606936.23612332,1000000000.00,1000000000,1000000000
46966,1INCH,1inch,1inch,148,0.238871,-2.71,0.66,-10.46,0.000003,333793778.36,27247771.409851547,25725660.414994717,1397378541.00,1499999999,
44705,NXM,NXM,nxm,149,47.82,-5.14,0.29,-21.22,0.000577,315297429.17,466384.9124316454,495879.9282631297,6594067.00,6758960,
44043,JST,JUST,just,150,0.031756,-0.49,0.48,-8.22,3.83E-7,314388492.36,54499515.41304816,46793652.74560814,9900000000.00,9900000000,9900000000
488,POLY,Polymath,polymath-network,151,0.337285,1807.00,0.22,46.41,0.000004,311988089.73,212277.80852974797,17601.525231274183,924998413.00,1000000000,
59971,CKB,Nervos Network,nervos-network,152,0.006803,14.21,0.78,3.32,8.21E-8,311299111.01,269177118.2602703,16413594.33686597,45758337628.00,46464129790.254,
8,DASH,Dash,dash,153,25.62,-4.33,2.28,-6.72,0.000309,311039926.30,80780905.88137309,104532915.90685226,12141000.00,12141000,18900000
42277,KSM,Kusama,kusama,154,19.26,-5.83,1.70,-5.62,0.000232,308596866.66,19956318.429338466,16322984.22925934,16026809.00,16026809.207406,
47369,SFP,SafePal,safepal,155,0.616452,-1.87,0.43,-3.84,0.000007,300520190.37,6554648.852803954,5178925.826179235,487500000.00,500000000,500000000
33768,TFUEL,Theta Fuel,theta-fuel,156,0.043374,-2.87,0.61,-11.92,5.23E-7,295008998.15,10675610.204679534,17045233.90443733,6801555334.00,6801555334,
122649,CHEX,Chintai,chex-token,157,0.293300,-2.77,0.62,-34.52,0.000004,292983562.15,1793414.092910314,2006160.389569532,998921112.00,998921112.59886,
36329,MX,MX Token,mx-token,158,3.02,-0.97,1.36,-11.47,0.000036,292191902.75,31469531.878542617,32629914.430433188,96781834.00,418391834,1000000000
141213,FARTCOIN,Fartcoin,fartcoin,159,0.291982,-7.45,0.45,-16.18,0.000004,291981108.61,52851954.34163637,61077240.1719334,999998256.00,1000000000,1000000000
121637,CTC,Creditcoin,creditcoin,160,0.699260,-2.97,0.27,-9.75,0.000008,291650776.93,15207617.55053856,15900293.035877995,417084779.00,549564264,600000000
45467,EGLD,Elrond eGold,elrond-egold,161,21.31,-2.46,0.64,-7.98,0.000257,287908799.29,15284489.473389635,13889960.594594873,13508333.00,20000000,
130947,NOT,Notcoin,notcoin,162,0.002750,2.72,1.61,-9.47,3.32E-8,281779614.53,77571774.95928115,76425760.44305481,102456957529.00,102456957533.56,102456957533.56
62661,ASTR,Astar,astar,163,0.037633,-3.00,0.99,-10.62,4.54E-7,280236902.79,42340733.335485145,30121716.925260454,7446599127.00,8324332552,
46572,ROSE,Oasis Network,oasis-network,164,0.039404,-0.71,1.16,-12.06,4.75E-7,278352971.79,13987931.777102258,11682534.652148973,7064132681.00,10000000000,10000000000
90065,BLUR,Blur,blur-token,165,0.129991,-2.72,1.25,-9.40,0.000002,275572348.71,29396978.399734244,28126879.006023444,2119938859.00,3000000000,
120831,SUPER,SuperVerse,superverse,166,0.547031,-7.72,0.75,-23.83,0.000007,266970250.51,13960606.654417254,11999123.896672543,488035093.00,999998077.41692,999998077.41692
115653,1000SATS,SATS,sats,167,0.000127,-5.15,1.19,2.33,1.53E-9,266905956.36,1467877.9609869954,2946153.772381294,2100000000000.00,2100000000000,2100000000000
122333,POPCAT,Popcat,popcat-sol,168,0.272178,3.85,1.58,16.64,0.000003,266727052.82,52901168.997812584,44511191.88234593,979973184.00,979973220.96,979973220.96
237,QTUM,Qtum,qtum,169,2.52,-3.08,0.79,-21.80,0.000030,265416064.15,50603024.41510848,52792197.56830513,105469445.00,107822406,107822406
136475,DEUSD,Elixir deUSD,elixir-deusd,170,1.00,-0.02,-0.02,-0.01,0.000012,263753543.79,533083.2784033804,124635.32459673643,263694799.00,263694799.39,
64721,ACH,Alchemy Pay,alchemy-pay,171,0.030501,0.06,0.34,-20.04,3.68E-7,260667219.21,40955268.21541618,42551954.8843477,8546082374.00,9999999999,10000000000
32334,ZIL,Zilliqa,zilliqa,172,0.013295,-3.01,0.84,-10.93,1.60E-7,258612534.72,20212081.614381157,16826958.53727812,19451648044.00,20137603470.121,21000000000
111457,MOG,Mog Coin,mog-coin,173,6.42E-7,-4.62,2.41,-19.71,7.74E-12,250665617.66,106256.75386021669,226393.6426220982,390567526433220.00,390570159911439,420690000000000
46642,WEMIX,Wemix Token,wemix-token,174,0.615135,-12.20,2.02,-19.34,0.000007,250540968.77,21135343.56034539,1454854.193983011,407294576.00,529520894.19367,1000000000
184,BAT,Basic Attention Token,basic-attention-token,175,0.165662,-1.29,1.04,-9.91,0.000002,247773131.11,14528140.29320121,12956958.337910188,1495658356.00,1500000000,1500000000
97137,ORDI,Ordinals,ordinals,176,11.79,-7.54,0.80,-7.01,0.000142,247607733.33,89512617.76677468,74198705.0090228,21000000.00,21000000,21000000
33157,VTHO,VeThor Token,vethor-token,177,0.002903,-4.49,0.49,-15.91,3.50E-8,246096231.41,6313839.281287997,4334105.884202948,84767748547.00,84767748547,
2729,ZRX,0x,0x,178,0.289698,-1.57,0.93,-10.85,0.000003,245778899.11,35547539.94093695,33776628.90119782,848396562.00,1000000000,1000000000
32686,HOT,Holo,holo,179,0.001391,-1.47,0.40,-13.73,1.68E-8,243204110.49,10699272.811326087,8935863.009249628,174843716635.00,177619433541,
33433,LPT,Livepeer,livepeer,180,6.53,-6.81,0.76,-11.49,0.000079,241992599.55,26984749.92381372,29402689.66679225,37085165.00,37085165.421705,
94301,STIK,Staika,staika,181,5.09,-3.16,0.05,-2.60,0.000061,231012532.87,8235364.7892304165,10306651.582827372,45356213.00,249999913.63861,250000000
131339,ZKJ,Polyhedra Network,polyhedra-network,182,2.04,0.86,-0.07,-1.54,0.000025,229799427.31,8636176.039491862,14581571.625295918,112502998.00,1000000000,1000000000
94287,SNEK,Snek,snek,183,0.003069,-11.72,3.68,-34.50,3.70E-8,228222227.45,1990782.3271684498,1430211.2946430913,74354019500.00,75454019500,76715880000
141201,PNUT,Peanut the Squirrel,peanut-the-squirrel,184,0.227538,17.46,3.59,60.89,0.000003,227504632.45,447119938.77059525,378468441.7602838,999853790.00,999853790.21588,1000000000
47375,MASK,Mask Network,mask-network,185,2.21,-0.52,0.04,0.84,0.000027,221091111.11,39754342.76606478,29971603.917338613,100000000.00,100000000,100000000
126769,MEW,cat in a dogs world,mew,186,0.002477,3.65,0.86,-12.90,2.99E-8,220217467.85,62172379.98596223,34594754.97390185,88888888888.00,88888888888,88888888888
2708,GAS,Gas,gas,187,3.33,-5.20,0.86,-16.59,0.000040,216608041.30,10548232.289982384,6779367.638288036,64992331.00,64992331,
44425,CELO,Celo,celo,188,0.386781,-0.70,0.99,-11.87,0.000005,216423722.28,18419119.21208606,16032904.879742553,559550708.00,1000000000,1000000000
48829,CVX,Convex Finance,convex-finance,189,2.22,-6.93,1.08,-9.55,0.000027,215847922.50,11625330.557375934,8680133.335608536,97393194.00,99831265,100000000
183,SC,Siacoin,siacoin,190,0.003650,-0.59,0.81,-10.55,4.40E-8,210768865.97,21507233.16399259,21648671.56978443,57740391700.00,57769785000,
64669,OSMO,Osmosis,osmosis,191,0.297894,-4.57,0.70,-13.48,0.000004,209556822.96,7018795.126883989,7012005.822792589,703461901.00,997684351.13613,1000000000
111431,TOSHI,Toshi,toshi,192,0.000497,-4.38,-0.53,-17.74,6.00E-9,209121230.32,1771110.5029495058,1811382.6059884194,420690000000.00,420690000000,
48567,ONE,Harmony,harmony,193,0.014125,-3.34,1.16,-12.57,1.70E-7,202886662.31,19394096.884734783,12999547.668287238,14363971727.00,14363971727.763,14363971727.763
126771,ETHFI,ether.fi,ether-fi-ethfi,194,0.925885,-4.04,0.71,-19.46,0.000011,202624931.23,116309880.0248481,111606998.52804667,218844542.00,1000000000,1000000000
2581,ENJ,Enjin Coin,enjin-coin,195,0.112019,-2.37,1.24,-10.69,0.000001,200780736.61,15624843.171078488,13634533.598787684,1792378526.00,1862040155.9003,1862040155.9003
64733,SAVAX,BENQI Liquid Staked AVAX,benqi-liquid-staked-avax,196,25.71,-5.61,0.70,-13.17,0.000310,200174265.34,305541.87277329876,322592.54165422806,7785400.00,7785400.5107559,
135605,UXLINK,UXLINK,uxlink,197,0.586242,-4.30,0.11,-10.24,0.000007,198267051.83,449418040.6297991,560582622.3983415,338200000.00,1000000000,1000000000
144615,AIC,AI Companions,ai-companions,198,0.262851,-3.84,1.23,-24.16,0.000003,197137796.14,9463464.18410063,9796596.27404258,749999700.00,1000000000,1000000000
136329,MOCA,Moca Network,mocaverse,199,0.120404,-3.90,0.61,-9.65,0.000001,196724114.60,32746379.007361118,44327277.04815462,1633865250.00,8888888888,8888888888
32382,TRAC,OriginTrail,origintrail,200,0.392283,-0.72,1.67,-20.97,0.000005,196139699.43,1404166.9437100927,1240626.9607094512,499995031.00,500000000,500000000
